D0 D9 0 1 140 109 93 -47
T Space -3 1 94 109 874 780
Space O 3 -5 109 109 265 156
O R 0 5 109 93 125 16
R Space -3 0 93 93 78 -15
Space M 1 -3 93 78 171 78
M E 2 4 78 109 47 -31
E Space -3 -1 109 94 109 0
Space T 3 -1 94 78 78 -16
T O 0 -4 78 94 78 0
O Space -3 5 94 63 125 31
Space B 1 -1 63 78 141 78
B E 2 2 78 78 171 93
E Space -3 -1 78 94 78 0
Space A 2 3 94 172 125 31
A D 0 -2 172 124 94 -78
D O 1 -6 124 140 140 16
O P 0 -1 140 93 94 -46
P T 0 5 93 218 187 94
T E 0 2 218 140 125 -93
E D -1 0 140 125 218 78
D Space -2 -1 125 93 125 0
Space A 2 3 93 156 249 156
A T 1 -4 156 63 546 390
T Space -3 1 63 110 78 15
Space B 1 -1 110 94 437 327
B I 2 -3 94 94 156 62
I R 0 4 94 78 125 31
R T 0 -1 78 156 187 109
T H -1 -1 156 109 94 -62
H Space -2 2 109 78 125 16
Space B 1 -1 78 46 1326 1248
B Back 3 -8 46 78 234 188
Back Back 0 0 78 78 140 62
Back B -3 8 78 93 172 94
B Back 3 -8 93 78 421 328
Back Space -4 9 78 63 171 93
Space B 1 -1 63 46 188 125
B V 0 1 46 46 0 -46
V Y 2 -2 46 62 624 578
Y Space -3 2 62 62 140 78
Space A 2 3 62 94 156 94
A Space -2 -3 94 78 94 0
Space Back 4 -9 78 78 343 265
Back Back 0 0 78 63 140 62
Back Back 0 0 63 62 141 78
Back Back 0 0 62 62 140 78
Back Back 0 0 62 94 390 328
Back Y -1 7 94 93 250 156
Y Space -3 2 93 93 109 16
Space A 2 3 93 62 593 500
A Space -2 -3 62 94 93 31
Space L 2 -5 94 93 219 125
L A 0 8 93 171 109 16
A W 1 -1 171 125 93 -78
W Y 0 -4 125 94 281 156
Y E 0 3 94 172 203 109
E R 0 -1 172 109 94 -78
R Space -3 0 109 109 2106 1997
Space A 2 3 109 109 109 0
A N -1 -5 109 78 93 -16
N D 1 3 78 94 94 16
D Space -2 -1 94 94 78 -16
Space H 2 -2 94 78 172 78
H I 1 -2 78 109 93 15
I S -1 6 109 93 250 141
S Space -2 -2 93 109 140 47
Space W 3 2 109 78 125 16
W I 0 -6 78 94 109 31
I F -1 4 94 78 219 125
F G 0 -1 78 78 0 -78
G E 1 2 78 109 31 -47
E Back 1 -10 109 78 905 796
Back Back 0 0 78 78 280 202
Back E -1 10 78 94 437 359
E OemPeriod -2 -6 94 78 78 -16
OemPeriod Space -1 5 78 93 141 63
Space RShiftKey 1 -7 93 390 858 765
RShiftKey E 2 8 390 78 265 -125
E X -2 1 78 109 203 125
X C 0 -1 109 156 202 93
C E 2 0 156 94 94 -62
E P 0 -7 94 109 109 15
P T 0 5 109 109 203 94
T Space -3 1 109 94 312 203
Space T 3 -1 94 78 296 202
T R 0 1 78 63 0 -78
R Back 1 -9 63 31 593 530
Back Back 0 0 31 31 406 375
Back T -1 8 31 110 405 374
T H -1 -1 110 109 63 -47
H A 0 5 109 125 249 140
A T 1 -4 125 93 63 -62
T Space -3 1 93 94 31 -62
Space RShiftKey 1 -7 94 109 172 78
RShiftKey W 2 9 109 78 78 -31
W H -1 -4 78 110 124 46
H E 1 3 110 93 63 -47
E N -2 -3 93 94 140 47
N Back 3 -7 94 47 265 171
Back Back 0 0 47 63 125 78
Back Back 0 0 63 62 141 78
Back Back 0 0 62 78 140 78
Back W -1 11 78 93 281 203
W H -1 -4 93 110 93 0
H E 1 3 110 93 110 0
E N -2 -3 93 94 93 0
N Space -1 2 94 78 94 0
Space RShiftKey 1 -7 78 187 343 265
RShiftKey I 2 3 187 93 94 -93
I Space -3 4 93 94 93 0
Space P 3 -6 94 124 531 437
P O 0 1 124 63 202 78
O O 0 0 63 141 125 62
O P 0 -1 141 109 94 -47
P E 0 7 109 78 187 78
E D -1 0 78 109 172 94
D Back 2 -10 109 63 327 218
Back Back 0 0 63 78 141 78
Back Back 0 0 78 62 156 78
Back Back 0 0 62 94 124 62
Back P -1 3 94 93 297 203
P P 0 0 93 62 187 94
P OemOpenBrackets 0 -1 62 47 0 -62
OemOpenBrackets E 0 8 47 94 187 140
E D -1 0 94 125 187 93
D Back 2 -10 125 63 312 187
Back Back 0 0 63 93 141 78
Back Back 0 0 93 109 140 47
Back E -1 10 109 78 187 78
E D -1 0 78 125 156 78
D Space -2 -1 125 93 1436 1311
Space O 3 -5 93 156 436 343
O U 0 2 156 109 63 -93
U T 0 2 109 94 109 0
T Space -3 1 94 93 125 31
Space T 3 -1 93 109 125 32
T H -1 -1 109 125 62 -47
H E 1 3 125 156 203 78
E Y 0 -3 156 110 93 -63
Y Space -3 2 110 94 125 15
Space D 2 1 94 203 172 78
D E 1 0 203 140 109 -94
E I 0 -5 140 93 250 110
I Back 1 -5 93 63 436 343
Back C -3 10 63 110 468 405
C I 2 -5 110 109 125 15
I D -1 5 109 78 156 47
D E 1 0 78 78 156 78
E D -1 0 78 109 172 94
D Space -2 -1 109 94 1279 1170
Space A 2 3 94 109 265 171
A T 1 -4 109 78 203 94
T Space -3 1 78 78 94 16
Space T 3 -1 78 125 124 46
T H -1 -1 125 94 78 -47
H E 1 3 94 78 172 78
E Space -3 -1 78 62 78 0
Space A 2 3 62 172 156 94
A L 0 -8 172 109 0 -172
L S 0 7 109 125 78 -31
S T 1 -3 125 94 78 -47
T Space -3 1 94 78 62 -32
Space M 1 -3 78 156 156 78
M I 2 -1 156 124 110 -46
I N -2 2 124 124 156 32
N U 2 -1 124 125 93 -31
U T 0 2 125 156 125 0
T E 0 2 156 109 94 -62
E Space -3 -1 109 93 78 -31
Space Left 0 -7 93 94 1575 1482
Left Left 0 0 94 203 234 140
Left Left 0 0 203 62 297 94
Left Left 0 0 62 62 140 78
Left Left 0 0 62 63 140 78
Left Left 0 0 63 78 141 78
Left Left 0 0 78 62 156 78
Left Left 0 0 62 62 156 94
Left Left 0 0 62 63 140 78
Left Left 0 0 63 47 156 93
Left Back 4 -2 47 62 671 624
Back Back 0 0 62 94 109 47
Back L -2 4 94 78 219 125
L A 0 8 78 78 124 46
A T 1 -4 78 140 3604 3526
T H -1 -1 140 94 78 -62
H A 0 5 94 141 218 124
A T 1 -4 141 78 110 -31
T Space -3 1 78 78 93 15
Space T 3 -1 78 125 125 47
T H -1 -1 125 109 78 -47
H E 1 3 109 156 187 78
E Y 0 -3 156 94 109 -47
Y Space -3 2 94 94 78 -16
Space R 3 0 94 172 172 78
R E 0 1 172 141 62 -110
E A -1 2 141 109 219 78
A L 0 -8 109 62 109 0
L L 0 0 62 125 125 63
L Y 1 3 125 109 156 31
Y Space -3 2 109 78 109 0
Space W 3 2 78 124 1264 1186
W A -1 1 124 125 62 -62
A N -1 -5 125 109 187 62
N T 2 1 109 171 219 110
T E 0 2 171 93 109 -62
E D -1 0 93 109 203 110
D Space -2 -1 109 78 124 15
Space A 2 3 78 78 125 47
A Space -2 -3 78 78 94 16
Space G 2 -1 78 93 203 125
G I 1 -3 93 93 156 63
I R 0 4 93 93 109 16
R L -1 -5 93 109 125 32
L OemPeriod -1 0 109 109 234 125
OemPeriod Space -1 5 109 94 124 15
Space RShiftKey 1 -7 94 202 578 484
RShiftKey S 1 9 202 78 93 -109
S O 1 -7 78 62 250 172
O Space -3 5 62 78 78 16
Space M 1 -3 78 94 109 31
M Y 2 1 94 78 140 46
Y Space -3 2 78 78 63 -15
Space P 3 -6 78 110 171 93
P R 0 6 110 125 125 15
R E 0 1 125 109 63 -62
E N -2 -3 109 125 140 31
N T 2 1 125 124 250 125
T S -1 3 124 93 234 110
S Oemcomma -1 -6 93 109 1045 952
Oemcomma Space -1 4 109 78 93 -16
Space W 3 2 78 94 250 172
W H -1 -4 94 140 125 31
H O 1 -3 140 110 93 -47
O Space -3 5 110 94 640 530
Space W 3 2 94 63 343 249
W E 0 -1 63 125 234 171
E R 0 -1 125 171 94 -31
R E 0 1 171 141 93 -78
E Space -3 -1 141 93 110 -31
Space O 3 -5 93 141 171 78
O N -2 3 141 78 78 -63
N Space -1 2 78 78 47 -31
Space A 2 3 78 93 281 203
A Space -2 -3 93 110 93 0
Space W 3 2 110 109 141 31
W A -1 1 109 94 78 -31
A I 1 -7 94 78 78 -16
I T 0 3 78 93 125 47
T I 0 -3 93 125 78 -15
I N -2 2 125 94 62 -63
N G 1 1 94 78 63 -31
G Space -2 1 78 62 109 31
Space L 2 -5 62 203 1435 1373
L I 1 1 203 125 109 -94
I S -1 6 125 188 109 -16
S T 1 -3 188 125 125 -63
T Oemcomma -2 -3 125 110 3697 3572
Oemcomma Space -1 4 110 94 94 -16
Space G 2 -1 94 78 234 140
G O 1 -4 78 109 94 16
O T 0 4 109 94 93 -16
T Space -3 1 94 110 109 15
Space A 2 3 110 109 141 31
A Space -2 -3 109 78 78 -31
Space C 1 1 78 156 702 624
C A 1 2 156 125 93 -63
A L 0 -8 125 78 125 0
L L 0 0 78 93 141 63
L Space -2 5 93 78 93 0
Space I 3 -4 78 125 125 47
I N -2 2 125 109 47 -78
N Space -1 2 109 94 15 -94
Space T 3 -1 94 110 156 62
T H -1 -1 110 78 78 -32
H E 1 3 78 78 141 63
E Space -3 -1 78 78 62 -16
Space M 1 -3 78 172 156 78
M I 2 -1 172 141 78 -94
I D -1 5 141 63 109 -32
D D 0 0 63 109 125 62
D L 0 -6 109 109 125 16
L E 1 6 109 62 125 16
E Space -3 -1 62 78 78 16
Space O 3 -5 78 125 156 78
O F -1 5 125 78 109 -16
F Space -2 0 78 78 78 0
Space T 3 -1 78 125 140 62
T H -1 -1 125 94 78 -47
H E 1 3 94 78 172 78
E Space -3 -1 78 78 16 -62
Space N 1 -2 78 124 156 78
N I 2 -2 124 125 46 -78
I G -1 3 125 78 63 -62
G H 0 -1 78 171 47 -31
H T 1 1 171 78 140 -31
T Space -3 1 78 62 94 16
Space A 2 3 62 109 156 94
A S 0 -1 109 94 62 -47
S K 0 -6 94 140 78 -16
K I 1 0 140 187 125 -15
I N -2 2 187 125 109 -78
N G 1 1 125 109 156 31
G RShiftKey -1 -6 109 827 499 390
RShiftKey Oem1 1 1 827 109 125 -702
Oem1 Space -2 6 109 94 109 0
Space Oem7 2 -7 94 156 109 15
Oem7 RShiftKey -1 0 156 250 858 702
RShiftKey W 2 9 250 93 188 -62
W E 0 -1 93 94 171 78
E Space -3 -1 94 63 78 -16
Space H 2 -2 63 94 156 93
H A 0 5 94 93 63 -31
A V -1 -3 93 125 171 78
V E 2 1 125 109 63 -62
E Space -3 -1 109 93 78 -31
Space A 2 3 93 62 156 63
A N -1 -5 62 94 62 0
N Space -1 2 94 94 109 15
Space U 3 -3 94 125 1342 1248
U N -2 1 125 78 78 -47
N E 2 3 78 31 125 47
E X -2 1 31 94 171 140
X P 2 -8 94 93 94 0
P E 0 7 93 141 140 47
E C -2 0 141 93 94 -47
C T 2 -2 93 187 281 188
T E 0 2 187 109 109 -78
E D -1 0 109 109 203 94
D Space -2 -1 109 109 93 -16
Space B 1 -1 109 93 843 734
B A 1 4 93 93 187 94
A B -1 -4 93 94 187 94
B Y 2 -1 94 109 203 109
Y Space -3 2 109 109 140 31
Space B 1 -1 109 94 125 16
B O 2 -4 94 78 109 15
O Y 0 3 78 109 141 63
Y Oem1 -1 -4 109 125 717 608
Oem1 Space -2 6 125 93 94 -31
Space D 2 1 93 93 281 188
D O 1 -6 93 78 124 31
O Space -3 5 78 78 110 32
Space Y 3 -2 78 78 998 920
Y O 0 -3 78 125 109 31
O U 0 2 125 109 47 -78
U Space -3 3 109 62 78 -31
Space W 3 2 62 109 281 219
W A -1 1 109 109 62 -47
A N -1 -5 109 93 94 -15
N T 2 1 93 78 125 32
T Space -3 1 78 93 78 0
Space H 2 -2 93 78 124 31
H I 1 -2 78 109 94 16
I M -2 1 109 125 47 -62
M RShiftKey 0 -4 125 1139 639 514
RShiftKey Oem7 1 0 1139 93 500 -639
Oem7 Back 2 -2 93 78 904 811
Back RShiftKey -3 2 78 670 422 344
RShiftKey OemQuestion 0 1 670 124 234 -436
OemQuestion Oem7 1 -1 124 156 218 94
Oem7 Space -2 7 156 94 1638 1482
Space RShiftKey 1 -7 94 187 156 62
RShiftKey T 2 6 187 109 109 -78
T H -1 -1 109 78 156 47
H E 1 3 78 172 187 109
E Y 0 -3 172 109 94 -78
Y Space -3 2 109 93 94 -15
Space S 2 2 93 188 592 499
S A 0 1 188 124 110 -78
A I 1 -7 124 94 218 94
I D -1 5 94 78 78 -16
D RShiftKey -1 -8 78 811 1498 1420
RShiftKey Oem1 1 1 811 94 93 -718
Oem1 Space -2 6 94 94 109 15
Space Oem7 2 -7 94 109 141 47
Oem7 O 1 2 109 94 343 234
O Space -3 5 94 110 296 202
Space F 2 0 110 93 141 31
F Space -2 0 93 78 109 16
Space Back 4 -9 78 47 468 390
Back Back 0 0 47 63 140 93
Back Back 0 0 63 78 141 78
Back F -2 9 78 94 109 31
F Space -2 0 94 109 109 15
Space C 1 1 109 78 796 687
C O 2 -6 78 141 93 15
O U 0 2 141 110 78 -63
U R 0 3 110 78 156 46
R S -1 2 78 141 234 156
S E 1 -1 141 94 78 -63
E RShiftKey -2 -8 94 421 1311 1217
RShiftKey Oem7 1 0 421 156 234 -187
Oem7 Back 2 -2 156 109 2324 2168
Back OemPeriod -3 4 109 124 297 188
OemPeriod RShiftKey 0 -2 124 218 265 141
RShiftKey Oem7 1 0 218 125 93 -125
Oem7 OemPeriod -1 2 125 125 234 109
OemPeriod Back 3 -4 125 78 484 359
Back Space -4 9 78 78 468 390
Space RShiftKey 1 -7 78 280 796 718
RShiftKey M 0 4 280 109 171 -109
M Y 2 1 109 78 156 47
Y Space -3 2 78 94 109 31
Space B 1 -1 94 78 125 31
B O 2 -4 78 125 94 16
O Back 1 -4 125 47 546 421
Back I -1 5 47 156 187 140
I O 0 -1 156 109 109 -47
O L -1 0 109 78 203 94
L O 1 0 78 78 172 94
O G -1 4 78 63 124 46
G I 1 -3 63 62 63 0
I C -2 5 62 141 140 78
C A 1 2 141 110 109 -32
A L 0 -8 110 94 94 -16
L Space -2 5 94 93 125 31
Space M 1 -3 93 156 1778 1685
M O 2 -2 156 94 109 -47
O T 0 4 94 125 78 -16
T H -1 -1 125 94 78 -47
H E 1 3 94 171 219 125
E R 0 -1 171 110 93 -78
R Space -3 0 110 93 141 31
Space L 2 -5 93 94 499 406
L A 0 8 94 109 94 0
A T 1 -4 109 93 156 47
T E 0 2 93 140 140 47
E R 0 -1 140 78 78 -62
R Space -3 0 78 62 78 0
Space F 2 0 62 78 94 32
F O 1 -5 78 156 171 93
O U 0 2 156 125 47 -109
U N -2 1 125 109 234 109
N D 1 3 109 78 140 31
D Space -2 -1 78 78 78 0
Space O 3 -5 78 156 656 578
O U 0 2 156 109 78 -78
U T 0 2 109 94 93 -16
T Space -3 1 94 94 125 31
Space T 3 -1 94 109 94 0
T H -1 -1 109 94 62 -47
H A 0 5 94 125 218 124
A T 1 -4 125 109 63 -62
T Space -3 1 109 78 62 -47
Space M 1 -3 78 78 156 78
M Y 2 1 78 94 78 0
Y Space -3 2 94 78 94 0
Space M 1 -3 78 140 156 78
M O 2 -2 140 125 78 -62
O T 0 4 125 125 93 -32
T H -1 -1 125 94 78 -47
H E 1 3 94 141 281 187
E R 0 -1 141 109 63 -78
R Space -3 0 109 94 93 -16
Space H 2 -2 94 109 234 140
H A 0 5 109 140 125 16
A D 0 -2 140 78 109 -31
D Space -2 -1 78 93 94 16
Space N 1 -2 93 94 187 94
N E 2 3 94 140 78 -16
E V -2 -1 140 94 109 -31
V E 2 1 94 156 156 62
E R 0 -1 156 109 78 -78
R Space -3 0 109 110 811 702
Space G 2 -1 110 78 453 343
G R 1 1 78 109 203 125
R A -1 3 109 156 93 -16
A D 0 -2 156 110 109 -47
D U 1 -4 110 109 94 -16
U A -1 6 109 125 62 -47
A T 1 -4 125 156 141 16
T E 0 2 156 94 93 -63
E D -1 0 94 109 172 78
D Space -2 -1 109 109 109 0
Space F 2 0 109 78 78 -31
F R 1 0 78 78 141 63
R O 0 -5 78 94 62 -16
O M -2 2 94 109 47 -47
M Space -1 3 109 63 93 -16
Space C 1 1 63 109 172 109
C O 2 -6 109 78 78 -31
O L -1 0 78 63 187 109
L L 0 0 63 109 125 62
L E 1 6 109 125 78 -31
E G -1 -2 125 171 94 -31
G E 1 2 171 125 109 -62
E Space -3 -1 125 78 140 15
Space A 2 3 78 109 141 63
A N -1 -5 109 78 109 0
N D 1 3 78 78 62 -16
D Space -2 -1 78 94 109 31
Space T 3 -1 94 124 110 16
T H -1 -1 124 78 93 -31
H A 0 5 78 125 187 109
A T 1 -4 125 63 78 -47
T Space -3 1 63 78 63 0
Space M 1 -3 78 78 156 78
M Y 2 1 78 78 78 0
Y Space -3 2 78 110 93 15
Space F 2 0 110 140 141 31
F A 0 3 140 125 93 -47
A T 1 -4 125 140 250 125
T H -1 -1 140 109 78 -62
H E 1 3 109 172 234 125
E R 0 -1 172 124 94 -78
R Space -3 0 124 94 405 281
Space H 2 -2 94 93 453 359
H A 0 5 93 172 218 125
A D 0 -2 172 94 109 -63
D Space -2 -1 94 78 31 -63
Space N 1 -2 78 94 156 78
N E 2 3 94 172 47 -47
E V -2 -1 172 93 141 -31
V E 2 1 93 125 140 47
E R 0 -1 125 62 78 -47
R Space -3 0 62 93 94 32
Space G 2 -1 93 78 78 -15
G R 1 1 78 109 187 109
R A -1 3 109 141 140 31
A D 0 -2 141 78 109 -32
D U 1 -4 78 109 63 -15
U A -1 6 109 125 78 -31
A T 1 -4 125 188 171 46
T E 0 2 188 124 110 -78
E D -1 0 124 125 202 78
D Space -2 -1 125 93 141 16
Space F 2 0 93 93 1139 1046
F R 1 0 93 62 156 63
R O 0 -5 62 110 46 -16
O M -2 2 110 109 47 -63
M Space -1 3 109 78 94 -15
Space H 2 -2 78 94 171 93
H I 1 -2 94 94 94 0
I G -1 3 94 109 94 0
G H 0 -1 109 110 46 -63
H Space -2 2 110 78 94 -16
Space S 2 2 78 156 187 109
S C -1 -1 156 93 94 -62
C H 1 -3 93 93 203 110
H O 1 -3 93 62 78 -15
O O 0 0 62 141 124 62
O L -1 0 141 141 281 140
L OemPeriod -1 0 141 125 250 109
OemPeriod Space -1 5 125 93 156 31
Space RShiftKey 1 -7 93 156 265 172
RShiftKey S 1 9 156 78 125 -31
S H 0 -4 78 109 109 31
H E 1 3 109 47 125 16
E Space -3 -1 47 94 93 46
Space R 3 0 94 156 188 94
R E 0 1 156 109 93 -63
E F -1 -1 109 94 1435 1326
F U 1 -3 94 109 219 125
U S -1 5 109 156 125 16
S E 1 -1 156 94 93 -63
E D -1 0 94 109 172 78
D Space -2 -1 109 94 967 858
Space O 3 -5 94 94 468 374
O Back 1 -4 94 78 374 280
Back T -1 8 78 94 94 16
T O 0 -4 94 109 172 78
O Space -3 5 109 94 93 -16
Space S 2 2 94 94 312 218
S I 1 -6 94 125 94 0
I G -1 3 125 93 125 0
G N -1 -1 93 109 78 -15
N Space -1 2 109 78 156 47
Space I 3 -4 78 124 312 234
I N -2 2 124 94 62 -62
N Back 3 -7 94 62 515 421
Back Back 0 0 62 63 140 78
Back F -2 9 63 109 125 62
F I 1 -4 109 156 125 16
I N -2 2 156 109 78 -78
N A 1 5 109 94 62 -47
A L 0 -8 94 62 172 78
L Space -2 5 62 94 62 0
Space A 2 3 94 156 343 249
A D 0 -2 156 93 141 -15
D O 1 -6 93 156 546 453
O P 0 -1 156 125 78 -78
P T 0 5 125 94 140 15
T I 0 -3 94 125 109 15
I O 0 -1 125 187 94 -31
O N -2 3 187 110 140 -47
N Space -1 2 110 93 375 265
Space P 3 -6 93 110 873 780
P A -1 9 110 109 94 -16
A T 1 -4 109 94 187 78
T E 0 2 94 156 141 47
E R 0 -1 156 94 93 -63
R S -1 2 94 109 156 62
S OemPeriod -1 -7 109 140 125 16
OemPeriod Space -1 5 140 109 125 -15
Space RShiftKey 1 -7 109 125 234 125
RShiftKey S 1 9 125 62 109 -16
S H 0 -4 62 94 109 47
H E 1 3 94 63 109 15
E Space -3 -1 63 94 94 31
Space O 3 -5 94 109 187 93
O N -2 3 109 125 47 -62
N L 1 -3 125 109 172 47
L Y 1 3 109 109 156 47
Y Space -3 2 109 94 124 15
Space R 3 0 94 156 1124 1030
R E 0 1 156 78 109 -47
E L -1 -6 78 109 62 -16
L E 1 6 109 109 125 16
E N -2 -3 109 94 78 -31
N T 2 1 94 156 94 0
T E 0 2 156 94 93 -63
E D -1 0 94 125 172 78
D Space -2 -1 125 78 93 -32
Space A 2 3 78 109 110 32
A Space -2 -3 109 78 62 -47
Space F 2 0 78 62 390 312
F E 1 1 62 140 172 110
E W 0 1 140 109 78 -62
W Space -3 -2 109 94 46 -63
Space M 1 -3 94 109 172 78
M O 2 -2 109 140 94 -15
O N -2 3 140 94 93 -47
N T 2 1 94 140 172 78
T H -1 -1 140 125 78 -62
H S 0 4 125 93 234 109
S Space -2 -2 93 78 62 -31
Space L 2 -5 78 93 172 94
L A 0 8 93 93 125 32
A T 1 -4 93 62 234 141
T E 0 2 62 140 156 94
E R 0 -1 140 94 93 -47
R Space -3 0 94 94 31 -63
Space W 3 2 94 78 156 62
W H -1 -4 78 93 32 -46
H W 1 4 93 47 171 78
W N -2 -4 47 94 31 -16
N Space -1 2 94 110 156 62
Space M 1 -3 110 94 125 15
M Y 2 1 94 94 109 15
Y Space -3 2 94 62 94 0
Space P 3 -6 62 109 156 94
P A -1 9 109 93 94 -15
A R 1 -3 93 140 140 47
R E 0 1 140 125 78 -62
E N -2 -3 125 78 78 -47
N T 2 1 78 94 499 421
T S -1 3 94 94 187 93
S Space -2 -2 94 94 78 -16
Space P 3 -6 94 109 203 109
P R 0 6 109 93 141 32
R O 0 -5 93 110 670 577
O M -2 2 110 172 359 249
M I 2 -1 172 109 94 -78
I S -1 6 109 187 187 78
S E 1 -1 187 109 94 -93
E D -1 0 109 125 202 93
D Space -2 -1 125 94 234 109
Space T 3 -1 94 124 266 172
T H -1 -1 124 109 62 -62
H A 0 5 109 141 218 109
A T 1 -4 141 78 78 -63
T Space -3 1 78 94 47 -31
Space RShiftKey 1 -7 94 328 234 140
RShiftKey I 2 3 328 109 203 -125
I Space -3 4 109 110 374 265
Space W 3 2 110 94 203 93
W O 0 -7 94 124 63 -31
O U 0 2 124 94 46 -78
U L -1 -2 94 110 156 62
L D 0 6 110 63 78 -32
D Space -2 -1 63 94 125 62
Space S 2 2 94 78 47 -47
S O 1 -7 78 125 125 47
O M -2 2 125 93 47 -78
M E 2 4 93 94 46 -47
E D -1 0 94 140 141 47
D A 0 2 140 94 109 -31
A Y 1 -5 94 94 234 140
Y Space -3 2 94 94 109 15
Space G 2 -1 94 63 109 15
G O 1 -4 63 94 78 15
O Space -3 5 94 93 110 16
Space T 3 -1 93 94 124 31
T O 0 -4 94 78 78 -16
O Space -3 5 78 78 47 -31
Space C 1 1 78 94 203 125
C O 2 -6 94 93 94 0
O L -1 0 93 62 187 94
L L 0 0 62 109 109 47
L E 1 6 109 141 62 -47
E G -1 -2 141 172 94 -47
G E 1 2 172 109 109 -63
E Space -3 -1 109 93 250 141
Space Back 4 -9 93 109 16801 16708
Back OemPeriod -3 4 109 109 484 375
OemPeriod Return 1 -3 109 62 686 577
Return RShiftKey -1 1 62 171 3058 2996
RShiftKey A 1 10 171 110 124 -47
A N -1 -5 110 78 141 31
N D 1 3 78 109 78 0
D Space -2 -1 109 78 109 0
Space D1 4 3 78 109 187 109
D1 D7 0 -6 109 78 187 78
D7 Space -4 3 78 62 110 32
Space Y 3 -2 62 93 109 47
Y E 0 3 93 156 140 47
E A -1 2 156 187 78 -78
A R 1 -3 187 187 156 -31
R S -1 2 187 141 109 -78
S Space -2 -2 141 78 125 -16
Space L 2 -5 78 93 640 562
L A 0 8 93 125 109 16
A T 1 -4 125 78 374 249
T E 0 2 78 141 172 94
E R 0 -1 141 78 78 -63
R Space -3 0 78 78 63 -15
Space RShiftKey 1 -7 78 156 171 93
RShiftKey I 2 3 156 78 78 -78
I Space -3 4 78 78 94 16
Space D 2 1 78 78 156 78
D I 1 -5 78 109 62 -16
I D -1 5 109 94 78 -31
D Space -2 -1 94 63 109 15
Space G 2 -1 63 78 172 109
G O 1 -4 78 94 78 0
O Space -3 5 94 62 125 31
Space T 3 -1 62 78 125 63
T O 0 -4 78 78 46 -32
O Space -3 5 78 78 78 0
Space C 1 1 78 93 219 141
C O 2 -6 93 94 109 16
O L -1 0 94 78 187 93
L L 0 0 78 93 141 63
L E 1 6 93 140 31 -62
E G -1 -2 140 187 78 -62
G E 1 2 187 109 140 -47
E OemPeriod -2 -6 109 124 141 32
OemPeriod Space -1 5 124 93 109 -15
Space RShiftKey 1 -7 93 218 203 110
RShiftKey B 0 6 218 93 156 -62
B U 2 -2 93 109 140 47
U T 0 2 109 110 140 31
T Space -3 1 110 93 110 0
Space RShiftKey 1 -7 93 203 561 468
RShiftKey I 2 3 203 109 78 -125
I Space -3 4 109 78 141 32
Space N 1 -2 78 125 826 748
N A 1 5 125 109 172 47
A I 1 -7 109 109 172 63
I V -2 4 109 78 280 171
V E 2 1 78 94 593 515
E L -1 -6 94 109 94 0
L Y 1 3 109 110 171 62
Y Space -3 2 110 78 110 0
Space C 1 1 78 78 2074 1996
C H 1 -3 78 93 63 -15
H O 1 -3 93 110 171 78
O S -1 7 110 156 78 -32
S E 1 -1 156 94 94 -62
E Space -3 -1 94 78 62 -32
Space A 2 3 78 78 671 593
A Space -2 -3 78 94 78 0
Space C 1 1 94 94 156 62
C O 2 -6 94 93 94 0
O L -1 0 93 62 203 110
L L 0 0 62 94 124 62
L E 1 6 94 141 78 -16
E G -1 -2 141 187 94 -47
G E 1 2 187 109 125 -62
E Space -3 -1 109 125 93 -16
Space T 3 -1 125 156 375 250
T H -1 -1 156 94 109 -47
H A 0 5 94 140 234 140
A T 1 -4 140 109 78 -62
T Space -3 1 109 78 78 -31
Space W 3 2 78 94 156 78
W A -1 1 94 156 62 -32
A S 0 -1 156 78 110 -46
S Space -2 -2 78 93 31 -47
Space A 2 3 93 125 109 16
A L 0 -8 125 93 94 -31
L M -1 2 93 141 171 78
M O 2 -2 141 109 94 -47
O S -1 7 109 156 62 -47
S T 1 -3 156 125 94 -62
T Space -3 1 125 94 109 -16
Space A 2 3 94 156 78 -16
A S 0 -1 156 109 94 -62
S Space -2 -2 109 78 62 -47
Space E 3 1 78 78 156 78
E X -2 1 78 78 172 94
X P 2 -8 78 94 93 15
P E 0 7 94 94 109 15
E N -2 -3 94 110 78 -16
N S 1 4 110 94 125 15
S I 1 -6 94 109 63 -31
I V -2 4 109 187 171 62
V E 2 1 187 125 109 -78
E Space -3 -1 125 94 172 47
Space A 2 3 94 140 172 78
A S 0 -1 140 109 78 -62
S Space -2 -2 109 62 109 0
Space RShiftKey 1 -7 62 172 499 437
RShiftKey S 1 9 172 125 78 -94
S T 1 -3 125 94 156 31
T A -1 4 94 94 374 280
A N -1 -5 94 109 110 16
N F 1 2 109 78 140 31
F O 1 -5 78 78 125 47
O R 0 5 78 78 125 47
R D -1 1 78 124 156 78
D OemPeriod -1 -6 124 109 156 32
OemPeriod Space -1 5 109 109 140 31
Space Back 4 -9 109 94 546 437
Back Back 0 0 94 93 359 265
Back Oemcomma -3 5 93 93 203 110
Oemcomma Space -1 4 93 94 93 0
Space A 2 3 94 78 749 655
A N -1 -5 78 109 47 -31
N D 1 3 109 78 125 16
D Space -2 -1 78 94 93 15
Space A 2 3 94 109 78 -16
A L 0 -8 109 47 125 16
L L 0 0 47 94 109 62
L Space -2 5 94 78 109 15
Space O 3 -5 78 109 359 281
O F -1 5 109 94 125 16
F Space -2 0 94 47 109 15
Space M 1 -3 47 78 125 78
