D9 D2 0 7 140 156 125 -15
Space P 3 -6 124 140 140 16
P R 0 6 140 125 125 -15
R I 0 -4 125 156 187 62
I D -1 5 156 156 140 -16
D E 1 0 156 125 78 -78
E Oemcomma -2 -5 125 141 515 390
Oemcomma Space -1 4 141 109 125 -16
Space A 2 3 109 156 94 -15
A L 0 -8 156 78 171 15
L L 0 0 78 125 156 78
L Space -2 5 125 125 109 -16
Space F 2 0 125 109 297 172
F E 1 1 109 187 234 125
E A -1 2 187 156 156 -31
A R 1 -3 156 94 171 15
R Space -3 0 94 140 219 125
Space O 3 -5 140 125 187 47
O F -1 5 125 124 94 -31
F Space -2 0 124 125 109 -15
Space E 3 1 125 94 764 639
E M -2 -4 94 109 156 62
M B 0 2 109 140 281 172
B A 1 4 140 141 109 -31
A R 1 -3 141 125 125 -16
R R 0 0 125 125 218 93
R A -1 3 125 171 188 63
A S 0 -1 171 94 140 -31
S S 0 0 94 78 203 109
S M -1 -5 78 140 546 468
M E 2 4 140 125 109 -31
E N -2 -3 125 109 172 47
N T 2 1 109 125 93 -16
T Space -3 1 125 110 109 -16
Space O 3 -5 110 125 406 296
O R 0 5 125 125 140 15
R Space -3 0 125 140 63 -62
Space F 2 0 140 93 390 250
F A 0 3 93 140 125 32
A I 1 -7 140 110 124 -16
I L -1 -1 110 140 219 109
L Y 1 3 140 125 109 -31
Y E 0 3 125 141 187 62
E Back 1 -10 141 94 1248 1107
Back Back 0 0 94 110 187 93
Back U -1 6 110 125 1061 951
U R 0 3 125 141 109 -16
R E 0 1 141 156 47 -94
E Space -3 -1 156 141 78 -78
Space Back 4 -9 141 125 421 280
Back OemMinus 0 2 125 78 219 94
OemMinus Space -4 7 78 140 109 31
Space T 3 -1 140 156 515 375
T H -1 -1 156 110 171 15
H E 1 3 110 125 94 -16
E S -1 1 125 125 218 93
S E 1 -1 125 156 94 -31
E Space -3 -1 156 125 234 78
Space T 3 -1 125 141 140 15
T H -1 -1 141 94 172 31
H I 1 -2 94 109 234 140
I N -2 2 109 94 234 125
N G 1 1 94 141 31 -63
G S 0 3 141 125 172 31
S Space -2 -2 125 156 78 -47
Space J 2 -3 156 109 452 296
J U 1 0 109 125 203 94
U S -1 5 125 125 78 -47
S T 1 -3 125 156 140 15
T Space -3 1 156 109 110 -46
Space F 2 0 109 125 171 62
F A 0 3 125 156 125 0
A L 0 -8 156 93 125 -31
L L 0 0 93 94 171 78
L Space -2 5 94 156 78 -16
Space A 2 3 156 171 188 32
A W 1 -1 171 140 109 -62
W A -1 1 140 156 156 16
A Y 1 -5 156 125 109 -47
Y Space -3 2 125 125 156 31
Space I 3 -4 125 109 156 31
I N -2 2 109 109 234 125
N Space -1 2 109 140 94 -15
Space T 3 -1 140 124 156 16
T H -1 -1 124 109 109 -15
H E 1 3 109 156 78 -31
E Space -3 -1 156 141 93 -63
Space F 2 0 141 125 219 78
F A 0 3 125 156 109 -16
A C -1 -2 156 156 140 -16
C E 2 0 156 140 110 -46
E Space -3 -1 140 125 93 -47
Space O 3 -5 125 125 593 468
O F -1 5 125 125 109 -16
F Space -2 0 125 125 78 -47
Space D 2 1 125 140 328 203
D E 1 0 140 125 109 -31
E A -1 2 125 172 109 -16
A T 1 -4 172 140 172 0
T H -1 -1 140 109 156 16
H Oemcomma -1 -2 109 124 905 796
Oemcomma Space -1 4 124 156 109 -15
Space L 2 -5 156 125 171 15
L E 1 6 125 109 94 -31
E A -1 2 109 156 94 -15
A V -1 -3 156 125 218 62
V I 2 -4 125 109 78 -47
I N -2 2 109 125 218 109
N G 1 1 125 156 47 -78
G Space -2 1 156 125 94 -62
Space O 3 -5 125 109 109 -16
O N -2 3 109 94 234 125
N L 1 -3 94 78 234 140
L Y 1 3 78 110 1076 998
Y Space -3 2 110 172 94 -16
Space W 3 2 172 124 172 0
W H -1 -4 124 140 78 -46
H A 0 5 140 141 124 -16
A T 1 -4 141 141 125 -16
T Space -3 1 141 140 125 -16
Space I 3 -4 140 141 187 47
I S -1 6 141 141 109 -32
S Space -2 -2 141 125 63 -78
Space T 3 -1 125 109 187 62
T R 0 1 109 94 234 125
R U 0 -3 94 93 1030 936
U L -1 -2 93 124 234 141
L Space -2 5 124 140 998 874
Space Back 4 -9 140 109 889 749
Back Y -1 7 109 94 343 234
Y Space -3 2 94 140 141 47
Space I 3 -4 140 109 109 -31
I M -2 1 109 94 234 125
M P 2 -3 94 78 234 140
P O 0 1 78 109 250 172
O R 0 5 109 78 140 31
R T 0 -1 78 125 187 109
T A -1 4 125 109 250 125
A N -1 -5 109 109 140 31
N T 2 1 109 124 141 32
T Oemcomma -2 -3 124 78 1326 1202
Oemcomma Back 3 -5 78 109 421 343
Back OemPeriod -3 4 109 78 281 172
OemPeriod Space -1 5 78 125 171 93
Space LShiftKey 1 4 125 203 172 47
LShiftKey R 2 -4 203 125 140 -63
R E 0 1 125 140 203 78
E M -2 -4 140 125 655 515
M E 2 4 125 156 234 109
E M -2 -4 156 93 172 16
M B 0 2 93 109 312 219
B E 2 2 109 141 93 -16
E R 0 -1 141 156 63 -78
R I 0 -4 156 93 203 47
I N -2 2 93 125 249 156
N G 1 1 125 124 63 -62
G Space -2 1 124 125 109 -15
Space T 3 -1 125 125 842 717
T H -1 -1 125 125 156 31
H A 0 5 125 141 109 -16
A T 1 -4 141 140 94 -47
T Space -3 1 140 125 78 -62
Space Y 3 -2 125 141 187 62
Y O 0 -3 141 94 125 -16
O U 0 2 94 93 203 109
U Space -3 3 93 156 140 47
Space A 2 3 156 171 172 16
A R 1 -3 171 187 156 -15
R E 0 1 187 172 93 -94
E Space -3 -1 172 156 78 -94
Space G 2 -1 156 141 234 78
G O 1 -4 141 124 110 -31
O I 0 1 124 109 218 94
I N -2 2 109 125 265 156
N G 1 1 125 94 109 -16
G Space -2 1 94 125 78 -16
Space T 3 -1 125 110 156 31
T O 0 -4 110 125 203 93
O Space -3 5 125 140 141 16
Space D 2 1 140 141 202 62
D I 1 -5 141 110 156 15
I E 0 5 110 156 234 124
E Space -3 -1 156 156 172 16
Space I 3 -4 156 125 312 156
I S -1 6 125 140 94 -31
S Space -2 -2 140 156 78 -62
Space T 3 -1 156 141 171 15
T H -1 -1 141 125 78 -63
H E 1 3 125 156 109 -16
E Space -3 -1 156 156 94 -62
Space B 1 -1 156 141 140 -16
B E 2 2 141 140 141 0
E S -1 1 140 171 78 -62
S T 1 -3 171 171 156 -15
T Space -3 1 171 140 109 -62
Space W 3 2 140 125 203 63
W A -1 1 125 171 78 -47
A T 1 -4 171 141 218 47
T Space -3 1 141 63 187 46
Space Back 4 -9 63 124 188 125
Back Back 0 0 124 125 187 63
Back Y -1 7 125 125 78 -47
Y Space -3 2 125 125 62 -63
Space T 3 -1 125 109 531 406
T O 0 -4 109 125 124 15
O Space -3 5 125 124 110 -15
Space A 2 3 124 125 171 47
A V -1 -3 125 109 624 499
V O 2 -5 109 109 94 -15
O I 0 1 109 125 218 109
I D -1 5 125 125 125 0
D Space -2 -1 125 125 109 -16
Space T 3 -1 125 109 1186 1061
T H -1 -1 109 125 93 -16
H E 1 3 125 141 156 31
E Space -3 -1 141 94 125 -16
Space T 3 -1 94 141 109 15
T R 0 1 141 140 266 125
R A -1 3 140 156 156 16
A P 1 -9 156 125 171 15
P Space -3 6 125 125 234 109
Space O 3 -5 125 109 219 94
O F -1 5 109 140 62 -47
F Space -2 0 140 156 94 -46
Space T 3 -1 156 141 202 46
T H -1 -1 141 109 125 -16
H I 1 -2 109 109 219 110
I N -2 2 109 78 234 125
N K 1 -2 78 140 234 156
K I 1 0 140 94 218 78
I N -2 2 94 109 234 140
N G 1 1 109 140 125 16
G Space -2 1 140 110 93 -47
Space Y 3 -2 110 140 266 156
Y O 0 -3 140 109 156 16
O U 0 2 109 109 218 109
U Space -3 3 109 187 125 16
Space H 2 -2 187 109 218 31
H A 0 5 109 94 125 16
A V -1 -3 94 93 125 31
V E 2 1 93 109 140 47
E Space -3 -1 109 156 94 -15
Space S 2 2 156 125 281 125
S O 1 -7 125 110 93 -32
O M -2 2 110 156 250 140
M E 2 4 156 78 140 -16
E T 0 -2 78 124 110 32
T H -1 -1 124 93 109 -15
H I 1 -2 93 109 218 125
I N -2 2 109 94 265 156
N G 1 1 94 110 78 -16
G Space -2 1 110 125 63 -47
Space T 3 -1 125 94 171 46
T O 0 -4 94 109 562 468
O Space -3 5 109 156 140 31
Space L 2 -5 156 109 172 16
L O 1 0 109 125 203 94
O S -1 7 125 156 249 124
S E 1 -1 156 125 94 -62
E OemPeriod -2 -6 125 109 1420 1295
OemPeriod Space -1 5 109 109 140 31
Space LShiftKey 1 4 109 453 187 78
LShiftKey Y 2 -6 453 141 312 -141
Y O 0 -3 141 109 312 171
O U 0 2 109 140 219 110
U Space -3 3 140 140 156 16
Space A 2 3 140 156 171 31
A R 1 -3 156 202 141 -15
R E 0 1 202 156 109 -93
E Space -3 -1 156 125 156 0
Space A 2 3 125 125 249 124
A L 0 -8 125 140 141 16
L R 1 5 140 218 125 -15
R E 0 1 218 141 124 -94
E A -1 2 141 203 63 -78
A D 0 -2 203 125 171 -32
D Y 1 -3 125 125 453 328
Y Space -3 2 125 140 156 31
Space N 1 -2 140 93 203 63
N A 1 5 93 140 78 -15
A E 1 -2 140 125 280 140
E Back 1 -10 125 124 734 609
Back K -2 5 124 109 499 375
K E 1 5 109 94 93 -16
E D -1 0 94 109 219 125
D OemPeriod -1 -6 109 109 234 125
OemPeriod Space -1 5 109 140 827 718
Space LShiftKey 1 4 140 234 187 47
LShiftKey T 2 -5 234 187 125 -109
T H -1 -1 187 94 171 -16
H E 1 3 94 172 109 15
E R 0 -1 172 188 78 -94
R E 0 1 188 109 141 -47
E Space -3 -1 109 140 125 16
Space I 3 -4 140 125 296 156
I S -1 6 125 156 78 -47
S Space -2 -2 156 187 78 -78
Space N 1 -2 187 109 156 -31
N O 2 -3 109 125 218 109
O Space -3 5 125 187 110 -15
Space R 3 0 187 187 171 -16
R E 0 1 187 109 94 -93
E A -1 2 109 203 62 -47
A O 1 -8 203 78 343 140
O Back 1 -4 78 110 312 234
Back S -2 11 110 141 125 15
S O 1 -7 141 93 94 -47
O N -2 3 93 125 218 125
N Space -1 2 125 125 109 -16
Space T 3 -1 125 141 156 31
T O 0 -4 141 125 156 15
O Back 1 -4 125 93 609 484
Back Back 0 0 93 94 187 94
Back N -3 7 94 125 218 124
N O 2 -3 125 156 266 141
O T 0 4 156 141 93 -63
T Space -3 1 141 125 94 -47
Space O 3 -5 125 94 171 46
O T 0 4 94 109 16 -78
T Space -3 1 109 47 468 359
Space Back 4 -9 47 109 125 78
Back Back 0 0 109 109 187 78
Back Back 0 0 109 109 187 78
Back T -1 8 109 156 203 94
T O 0 -4 156 110 140 -16
O Space -3 5 110 156 234 124
Space F 2 0 156 125 328 172
F O 1 -5 125 109 187 62
O L -1 0 109 94 265 156
L L 0 0 94 94 172 78
L O 1 0 94 124 172 78
O W 0 7 124 125 46 -78
W Space -3 -2 125 109 297 172
Space Y 3 -2 109 140 234 125
Y O 0 -3 140 125 156 16
O U 0 2 125 125 234 109
U R 0 3 125 124 203 78
R Space -3 0 124 125 109 -15
Space H 2 -2 125 156 265 140
H E 1 3 156 125 109 -47
E A -1 2 125 202 63 -62
A R 1 -3 202 140 156 -46
R T 0 -1 140 125 249 109
T OemPeriod -2 -4 125 125 655 530
OemPeriod Return 1 -3 125 141 312 187
Return LShiftKey -1 12 141 312 874 733
LShiftKey A 1 -1 312 171 125 -187
A B -1 -4 171 93 281 110
B O 2 -4 93 125 249 156
O U 0 2 125 109 250 125
U T 0 2 109 141 93 -16
T Space -3 1 141 78 110 -31
Space A 2 3 78 156 187 109
A Space -2 -3 156 172 93 -63
Space Y 3 -2 172 124 1202 1030
Y E 0 3 124 140 78 -46
E A -1 2 140 187 78 -62
A R 1 -3 187 140 140 -47
R Space -3 0 140 109 109 -31
Space A 2 3 109 156 141 32
A G 0 -4 156 109 530 374
G O 1 -4 109 62 125 16
O Space -3 5 62 124 1841 1779
Space LShiftKey 1 4 124 203 171 47
LShiftKey I 2 -8 203 110 109 -94
I Space -3 4 110 125 172 62
Space W 3 2 125 156 140 15
W A -1 1 156 187 125 -31
A S 0 -1 187 172 125 -62
S Space -2 -2 172 156 140 -32
Space D 2 1 156 124 344 188
D I 1 -5 124 125 140 16
I A -1 7 125 125 140 15
A G 0 -4 125 125 156 31
G N -1 -1 125 93 188 63
N O 2 -3 93 78 265 172
O S -1 7 78 125 93 15
S E 1 -1 125 93 110 -15
E Space -3 -1 93 124 312 219
Space Back 4 -9 124 125 327 203
Back D -2 10 125 125 109 -16
D Space -2 -1 125 125 78 -47
Space W 3 2 125 125 141 16
W I 0 -6 125 125 140 15
I T 0 3 125 141 78 -47
T H -1 -1 141 125 187 46
H Space -2 2 125 109 110 -15
Space C 1 1 109 124 156 47
C A 1 2 124 109 140 16
A N -1 -5 109 109 156 47
N C 0 3 109 156 94 -15
C E 2 0 156 234 93 -63
E R 0 -1 234 125 250 16
R OemPeriod -2 -5 125 125 2246 2121
OemPeriod Space -1 5 125 125 172 47
Space LShiftKey 1 4 125 202 203 78
LShiftKey I 2 -8 202 94 124 -78
I Space -3 4 94 156 203 109
Space H 2 -2 156 125 484 328
H A 0 5 125 172 62 -63
A D 0 -2 172 156 78 -94
D Space -2 -1 156 125 109 -47
Space A 2 3 125 140 141 16
A Space -2 -3 140 124 125 -15
Space S 2 2 124 156 483 359
S C -1 -1 156 125 250 94
C A 1 2 125 172 109 -16
A N -1 -5 172 109 156 -16
N Space -1 2 109 140 125 16
Space A 2 3 140 156 203 63
A T 1 -4 156 140 187 31
T Space -3 1 140 109 125 -15
Space D7 4 -3 109 109 951 842
D7 RShiftKey -3 -4 109 171 219 110
RShiftKey Oem1 1 1 171 140 78 -93
Oem1 D3 2 7 140 124 234 94
D3 D0 0 -7 124 94 140 16
D0 Space -4 6 94 94 187 93
Space I 3 -4 94 141 1513 1419
I N -2 2 141 156 250 109
N Space -1 2 156 109 172 16
Space T 3 -1 109 156 171 62
T H -1 -1 156 141 234 78
H E 1 3 141 172 125 -16
E Space -3 -1 172 109 156 -16
Space M 1 -3 109 110 140 31
M O 2 -2 110 125 219 109
O R 0 5 125 140 156 31
R N -2 -2 140 78 125 -15
N I 2 -2 78 110 202 124
I N -2 2 110 125 234 124
N G 1 1 125 156 141 16
G Space -2 1 156 156 78 -78
Space A 2 3 156 172 218 62
A N -1 -5 172 109 156 -16
N D 1 3 109 140 94 -15
D Space -2 -1 140 140 125 -15
Space I 3 -4 140 141 93 -47
I T 0 3 141 172 125 -16
T Space -3 1 172 125 156 -16
Space C 1 1 125 124 172 47
C L 1 -6 124 156 202 78
L E 1 6 156 187 110 -46
E A -1 2 187 203 140 -47
A R 1 -3 203 188 140 -63
R L -1 -5 188 141 359 171
L Y 1 3 141 140 281 140
Y Space -3 2 140 156 125 -15
Space S 2 2 156 140 234 78
S H 0 -4 140 141 93 -47
H O 1 -3 141 124 266 125
O W 0 7 124 140 140 16
W E 0 -1 140 94 1232 1092
E D -1 0 94 140 250 156
D Space -2 -1 140 172 109 -31
Space A 2 3 172 156 187 15
A Space -2 -3 156 124 110 -46
Space T 3 -1 124 109 421 297
T U 0 -2 109 140 109 0
U M -2 0 140 109 250 110
M O 2 -2 109 125 265 156
O R 0 5 125 125 733 608
R Space -3 0 125 109 94 -31
Space O 3 -5 109 93 156 47
O N -2 3 93 109 234 141
N Space -1 2 109 141 171 62
Space M 1 -3 141 94 187 46
M Y 2 1 94 62 328 234
Y Space -3 2 62 124 328 266
Space O 3 -5 124 125 187 63
O A -1 8 125 172 265 140
A N -1 -5 172 94 140 -32
N C 0 3 94 109 188 94
C Back 3 -10 109 109 374 265
Back Back 0 0 109 93 203 94
Back Back 0 0 93 94 187 94
Back Back 0 0 94 109 203 109
Back P -1 3 109 140 499 390
P A -1 9 140 140 125 -15
A N -1 -5 140 110 171 31
N C 0 3 110 125 141 31
C R 2 -1 125 218 234 109
R E 0 1 218 156 125 -93
E A -1 2 156 203 124 -32
A S 0 -1 203 140 141 -62
S OemPeriod -1 -7 140 141 3260 3120
OemPeriod Space -1 5 141 125 156 15
Space LShiftKey 1 4 125 266 187 62
LShiftKey I 2 -8 266 125 125 -141
I Space -3 4 125 171 141 16
Space D 2 1 171 124 156 -15
D I 1 -5 124 125 93 -31
I D -1 5 125 156 109 -16
D N -1 -3 156 94 172 16
N Oem7 1 -5 94 78 749 655
Oem7 T 1 6 78 140 125 47
T Space -3 1 140 125 109 -31
Space E 3 1 125 125 171 46
E V -2 -1 125 94 203 78
V E 2 1 94 125 109 15
E N -2 -3 125 94 156 31
N Space -1 2 94 125 78 -16
Space K 2 -4 125 109 188 63
K N -1 2 109 94 218 109
N O 2 -3 94 109 250 156
O W 0 7 109 125 93 -16
W Space -3 -2 125 141 78 -47
Space W 3 2 141 140 172 31
W H -1 -4 140 93 125 -15
H A 0 5 93 140 78 -15
A T 1 -4 140 172 124 -16
T Space -3 1 172 125 141 -31
Space A 2 3 125 156 187 62
A Space -2 -3 156 141 109 -47
Space P 3 -6 141 156 343 202
P A -1 9 156 125 203 47
A N -1 -5 125 109 156 31
N C 0 3 109 125 172 63
C R 2 -1 125 203 374 249
R E 0 1 203 171 141 -62
E A -1 2 171 203 140 -31
A S 0 -1 203 140 203 0
S Space -2 -2 140 140 203 63
Space W 3 2 140 124 234 94
W A -1 1 124 156 62 -62
A S 0 -1 156 109 187 31
S OemPeriod -1 -7 109 78 2340 2231
OemPeriod Space -1 5 78 141 156 78
Space LShiftKey 1 4 141 203 234 93
LShiftKey T 2 -5 203 141 109 -94
T H -1 -1 141 94 312 171
H E 1 3 94 140 172 78
E Space -3 -1 140 156 78 -62
Space D 2 1 156 125 343 187
D O 1 -6 125 124 141 16
O C -2 6 124 125 109 -15
C T 2 -2 125 156 327 202
T O 0 -4 156 125 141 -15
O R 0 5 125 156 437 312
R S -1 2 156 125 93 -63
S Space -2 -2 125 140 94 -31
Space T 3 -1 140 140 265 125
T O 0 -4 140 94 109 -31
O L -1 0 94 93 250 156
L D 0 6 93 156 156 63
D Space -2 -1 156 141 93 -63
Space M 1 -3 141 125 234 93
M E 2 4 125 140 94 -31
E Space -3 -1 140 140 78 -62
Space T 3 -1 140 109 172 32
T H -1 -1 109 172 826 717
H I 1 -2 172 125 375 203
I S -1 6 125 125 93 -32
S Space -2 -2 125 141 78 -47
Space W 3 2 141 31 250 109
W A -1 1 31 171 47 16
A S 0 -1 171 125 187 16
S Space -2 -2 125 141 109 -16
Space A 2 3 141 140 297 156
A L 0 -8 140 94 249 109
L M -1 2 94 109 219 125
M O 2 -2 109 109 249 140
O S -1 7 109 140 94 -15
S T 1 -3 140 124 203 63
T Space -3 1 124 124 78 -46
Space C 1 1 124 125 265 141
C E 2 0 125 125 187 62
E R 0 -1 125 125 530 405
R T 0 -1 125 125 297 172
T A -1 4 125 156 171 46
A I 1 -7 156 78 203 47
I N -2 2 78 94 187 109
N L 1 -3 94 110 234 140
L Y 1 3 110 125 47 -63
Y Space -3 2 125 125 94 -31
Space A 2 3 125 140 187 62
A Space -2 -3 140 124 94 -46
Space T 3 -1 124 109 499 375
T Y 0 -1 109 93 234 125
Y E 0 3 93 109 421 328
E Back 1 -10 109 94 1700 1591
Back P -1 3 94 109 437 343
P E 0 7 109 109 125 16
E Space -3 -1 109 156 62 -47
Space O 3 -5 156 125 141 -15
O F -1 5 125 141 93 -32
F Space -2 0 141 109 110 -31
Space C 1 1 109 140 265 156
C A 1 2 140 156 156 16
A N -1 -5 156 124 47 -109
N C 0 3 124 124 156 32
C E 2 0 124 187 109 -15
E R 0 -1 187 172 140 -47
R Space -3 0 172 110 109 -63
Space T 3 -1 110 140 250 140
T H -1 -1 140 109 156 16
H A 0 5 109 156 78 -31
A T 1 -4 156 140 94 -62
T Space -3 1 140 125 93 -47
Space W 3 2 125 140 172 47
W A -1 1 140 172 93 -47
A S 0 -1 172 141 125 -47
S Back 2 -11 141 94 593 452
Back Back 0 0 94 109 172 78
Back Back 0 0 109 63 202 93
Back I -1 5 63 125 546 483
I S -1 6 125 141 78 -47
S Space -2 -2 141 156 94 -47
Space U 3 -3 156 62 172 16
U Back 1 -6 62 109 343 281
Back I -1 5 109 109 374 265
I N -2 2 109 94 234 125
N C 0 3 94 125 109 15
C U 2 -4 125 156 234 109
U R 0 3 156 94 203 47
R A -1 3 94 125 390 296
A B -1 -4 125 140 281 156
B L 1 -4 140 109 172 32
L E 1 6 109 141 93 -16
E Oemcomma -2 -5 141 140 2559 2418
Oemcomma Space -1 4 140 140 109 -31
Space A 2 3 140 171 125 -15
A N -1 -5 171 109 187 16
N D 1 3 109 109 62 -47
D Space -2 -1 109 140 94 -15
Space T 3 -1 140 125 156 16
T H -1 -1 125 94 109 -16
H A 0 5 94 156 47 -47
A T 1 -4 156 156 78 -78
T Space -3 1 156 156 93 -63
Space LShiftKey 1 4 156 406 406 250
LShiftKey I 2 -8 406 140 203 -203
I Space -3 4 140 141 249 109
Space S 2 2 141 156 203 62
S H 0 -4 156 124 141 -15
H O 1 -3 124 141 280 156
O U 0 2 141 94 250 109
U L -1 -2 94 109 265 171
L D 0 6 109 93 94 -15
D Space -2 -1 93 156 78 -15
Space E 3 1 156 109 858 702
E X -2 1 109 140 234 125
X P 2 -8 140 140 125 -15
P E 0 7 140 125 124 -16
E C -2 0 125 125 234 109
C T 2 -2 125 140 250 125
T Space -3 1 140 109 156 16
Space T 3 -1 109 156 187 78
T O 0 -4 156 94 109 -47
O Space -3 5 94 140 94 0
Space L 2 -5 140 125 187 47
L I 1 1 125 140 562 437
I V -2 4 140 156 125 -15
V E 2 1 156 140 109 -47
E Space -3 -1 140 140 125 -15
Space T 3 -1 140 93 156 16
T Back 1 -8 93 109 452 359
Back N -3 7 109 110 296 187
N O 2 -3 110 109 250 140
O Space -3 5 109 141 140 31
Space L 2 -5 141 109 125 -16
L O 1 0 109 78 203 94
O N -2 3 78 109 203 125
N G 1 1 109 109 125 16
G E 1 2 109 187 78 -31
E R 0 -1 187 141 124 -63
R Space -3 0 141 109 110 -31
Space T 3 -1 109 125 1731 1622
T H -1 -1 125 109 203 78
H A 0 5 109 156 94 -15
A N -1 -5 156 109 249 93
N Space -1 2 109 110 187 78
Space T 3 -1 110 125 156 46
T H -1 -1 125 125 141 16
H R 1 2 125 156 109 -16
R E 0 1 156 94 187 31
E E 0 0 94 109 203 109
E Space -3 -1 109 109 234 125
Space T 3 -1 109 140 94 -15
T O 0 -4 140 140 140 0
O Space -3 5 140 141 140 0
Space S 2 2 141 109 219 78
S I 1 -6 109 125 156 47
I X -2 6 125 125 156 31
X Space -1 -2 125 141 140 15
Space M 1 -3 141 141 187 46
M O 2 -2 141 156 437 296
O N -2 3 156 109 281 125
N T 2 1 109 140 78 -31
T H -1 -1 140 109 172 32
H S 0 4 109 141 93 -16
S OemPeriod -1 -7 141 109 749 608
OemPeriod Space -1 5 109 156 187 78
Space LShiftKey 1 4 156 343 219 63
LShiftKey M 0 -7 343 94 124 -219
M Y 2 1 94 109 531 437
Y Space -3 2 109 187 125 16
Space D 2 1 187 125 202 15
D O 1 -6 125 140 94 -31
O C -2 6 140 94 156 16
C T 2 -2 94 110 374 280
T O 0 -4 110 141 78 -32
O R 0 5 141 141 156 15
R Space -3 0 141 141 125 -16
Space A 2 3 141 171 250 109
A D 0 -2 171 125 265 94
D V -1 -1 125 140 515 390
V I 2 -4 140 110 327 187
I S -1 6 110 125 94 -16
S E 1 -1 125 124 94 -31
E D -1 0 124 94 249 125
D Space -2 -1 94 140 94 0
Space M 1 -3 140 109 281 141
M E 2 4 109 156 93 -16
E Space -3 -1 156 141 78 -78
Space T 3 -1 141 156 156 15
T O 0 -4 156 141 109 -47
O Space -3 5 141 109 125 -16
Space G 2 -1 109 125 187 78
G O 1 -4 125 110 78 -47
O Space -3 5 110 141 125 15
Space H 2 -2 141 109 203 62
H O 1 -3 109 109 265 156
O M -2 2 109 109 250 141
M E 2 4 109 156 31 -78
E Space -3 -1 156 125 140 -16
Space A 2 3 125 187 1030 905
A N -1 -5 187 109 141 -46
N D 1 3 109 140 78 -31
D Space -2 -1 140 125 93 -47
Space G 2 -1 125 125 250 125
G E 1 2 125 140 156 31
E T 0 -2 140 140 125 -15
T Space -3 1 140 109 78 -62
Space M 1 -3 109 125 109 0
M Y 2 1 125 109 312 187
Y Space -3 2 109 124 203 94
Space A 2 3 124 140 140 16
A F 0 -3 140 93 281 141
F F 0 0 93 94 187 94
F A 0 3 94 125 125 31
A I 1 -7 125 109 156 31
I R 0 4 109 156 109 0
R S -1 2 156 140 125 -31
S Space -2 -2 140 124 125 -15
Space I 3 -4 124 140 1279 1155
I N -2 2 140 109 265 125
N Space -1 2 109 125 125 16
Space O 3 -5 125 140 156 31
O R 0 5 140 125 78 -62
R D -1 1 125 172 249 124
D E 1 0 172 156 188 16
E R 0 -1 156 109 78 -78
R Oemcomma -2 -4 109 140 655 546
Oemcomma Space -1 4 140 125 156 16
Space W 3 2 125 156 140 15
W H -1 -4 156 124 141 -15
H I 1 -2 124 140 265 141
I C -2 5 140 141 218 78
C H 1 -3 141 109 125 -16
H Space -2 2 109 125 109 0
Space I 3 -4 125 109 203 78
I S -1 6 109 124 94 -15
S Space -2 -2 124 125 93 -31
Space D 2 1 125 125 187 62
D O 1 -6 125 140 110 -15
O C -2 6 140 93 156 16
C T 2 -2 93 110 202 109
T O 0 -4 110 109 172 62
O R 0 5 109 94 187 78
R Oem7 -1 -7 94 94 312 218
Oem7 S 0 9 94 125 78 -16
S Space -2 -2 125 124 63 -62
Space C 1 1 124 109 218 94
C O 2 -6 109 124 94 -15
O D -1 6 124 172 140 16
D E 1 0 172 125 125 -47
E Space -3 -1 125 156 109 -16
Space F 2 0 156 124 1186 1030
F O 1 -5 124 125 140 16
O R 0 5 125 156 62 -63
R Space -3 0 156 109 110 -46
Space P 3 -6 109 109 171 62
P E 0 7 109 94 125 16
E Back 1 -10 94 109 577 483
Back R -1 9 109 171 94 -15
R E 0 1 171 125 109 -62
E P 0 -7 125 141 218 93
P A -1 9 141 141 281 140
A R 1 -3 141 172 203 62
R E 0 1 172 141 109 -63
E Space -3 -1 141 125 78 -63
Space T 3 -1 125 109 141 16
T O 0 -4 109 125 93 -16
O Space -3 5 125 140 141 16
Space D 2 1 140 125 171 31
D I 1 -5 125 78 172 47
I E 0 5 78 125 452 374
E OemPeriod -2 -6 125 125 2122 1997
OemPeriod Space -1 5 125 141 171 46
Space LShiftKey 1 4 141 281 234 93
LShiftKey I 2 -8 281 141 125 -156
I T 0 3 141 124 375 234
T Space -3 1 124 140 156 32
Space M 1 -3 140 124 234 94
M E 2 4 124 125 93 -31
E A -1 2 125 140 141 16
A N -1 -5 140 109 234 94
N S 1 4 109 141 93 -16
S Space -2 -2 141 94 203 62
Space T 3 -1 94 156 2231 2137
T O 0 -4 156 109 140 -16
O Space -3 5 109 124 141 32
Space T 3 -1 124 109 187 63
T R 0 1 109 140 359 250
R Y 0 -2 140 93 156 16
Y Space -3 2 93 94 124 31
Space T 3 -1 94 171 110 16
T O 0 -4 171 140 140 -31
O Space -3 5 140 140 94 -46
Space T 3 -1 140 172 93 -47
T E 0 2 172 109 172 0
E L -1 -6 109 78 125 16
L L 0 0 78 109 171 93
L Space -2 5 109 109 125 16
Space Y 3 -2 109 156 94 -15
Y O 0 -3 156 110 124 -32
O U 0 2 110 125 203 93
U R 0 3 125 156 94 -31
R Space -3 0 156 156 93 -63
Space K 2 -4 156 109 141 -15
K I 1 0 109 93 234 125
I D -1 5 93 172 31 -62
D S 0 1 172 140 78 -94
S Space -2 -2 140 156 125 -15
Space E 3 1 156 125 7425 7269
